round_id,round_date,course_name,hole_number,par,hole_yards,hole_handicap,strokes,adj_strokes,fairway,gir,bgir,approach_shots,chips,putts,penalties,sg_hole_total,sg_drives,sg_long_approach,sg_short_approach,sg_putting
21558905170,2026-01-15,TPC of Myrtle Beach,1,4,0,9,7,6,center,N,N,3,1,2,0,-2.45,-0.173,-1.515,-0.763,0.0
21558905170,2026-01-15,TPC of Myrtle Beach,2,5,0,7,9,7,right,N,N,2,1,2,0,-3.563,-1.676,-1.041,-0.846,0.0
21558905170,2026-01-15,TPC of Myrtle Beach,3,4,0,3,5,5,left,Y,Y,2,0,2,1,0.005,0.48,-0.475,0.0,0.0
21558905170,2026-01-15,TPC of Myrtle Beach,4,4,0,5,6,6,center,N,Y,2,0,2,0,-1.074,-0.206,-0.164,-0.704,0.0
21558905170,2026-01-15,TPC of Myrtle Beach,5,3,0,15,6,5,N/A,N,N,2,1,3,1,0.169,-1.724,0.0,1.894,0.0
21558905170,2026-01-15,TPC of Myrtle Beach,6,5,0,11,10,7,center,N,N,1,1,3,0,-3.971,-0.407,-2.712,-0.852,0.0
21558905170,2026-01-15,TPC of Myrtle Beach,7,3,0,17,6,5,N/A,N,N,3,0,3,0,0.285,-1.655,0.0,1.94,0.0
21558905170,2026-01-15,TPC of Myrtle Beach,8,4,0,13,8,6,center,N,Y,3,0,4,0,-0.848,0.22,-1.068,0.0,0.0
21558905170,2026-01-15,TPC of Myrtle Beach,9,4,0,1,8,6,center,N,N,3,2,3,1,-1.069,-0.567,-1.378,0.876,0.0
21558905170,2026-01-15,TPC of Myrtle Beach,10,4,0,12,7,6,right,N,Y,3,0,3,1,-0.8,-0.105,-0.695,0.0,0.0
21558905170,2026-01-15,TPC of Myrtle Beach,11,4,0,8,8,6,right,N,N,1,2,4,0,-3.486,-0.728,-2.643,1.422,-1.538
